"","GC=F.Adjusted"
"3892",1828
"3893",1809.5
"3894",1815.30004882812
"3895",1845.69995117188
"3896",1835.59997558594
"3897",1834.59997558594
"3898",1834.30004882812
"3899",1825.69995117188
"3900",1826.5
"3901",1820.90002441406
"3902",1817.5
"3903",1813.69995117188
"3904",1804.09997558594
"3905",1798.90002441406
"3906",1761.80004882812
"3907",1734.90002441406
"3908",1737.90002441406
"3909",1740.59997558594
"3910",1730
"3911",1723.30004882812
"3912",1734.19995117188
"3913",1704.5
"3914",1702.40002441406
"3915",1709.19995117188
"3916",1710
"3917",1699.5
"3918",1712.69995117188
"3919",1727.09997558594
"3920",1719
"3921",1717.69995117188
"3922",1719.09997558594
"3923",1750.30004882812
"3924",1762.90002441406
"3925",1769
"3926",1771.09997558594
"3927",1758
"3928",1788.5
"3929",1772.90002441406
"3930",1786.80004882812
"3931",1794
"3932",1795.59997558594
"3933",1789.69995117188
"3934",1798.59997558594
"3935",1781.40002441406
"3936",1773.19995117188
"3937",1760.30004882812
"3938",1755.30004882812
"3939",1747.59997558594
"3940",1734
"3941",1746.80004882812
"3942",1747.80004882812
"3943",1757.69995117188
"3944",1736.09997558594
"3945",1736.59997558594
"3946",1723.19995117188
"3947",1712.80004882812
"3948",1696.59997558594
"3949",1709.80004882812
"3950",1700.40002441406
"3951",1715.30004882812
"3952",1708
"3953",1716.19995117188
"3954",1728.09997558594
"3955",1705
"3956",1696.5
"3957",1665.40002441406
"3958",1671.69995117188
"3959",1666.19995117188
"3960",1659.69995117188
"3961",1664.59997558594
"3962",1670.80004882812
"3963",1645.30004882812
"3964",1623.30004882812
"3965",1626.69995117188
"3966",1660.40002441406
"3967",1658.5
"3968",1662.40002441406
"3969",1692.90002441406
"3970",1721.09997558594
"3971",1711.40002441406
"3972",1711.69995117188
"3973",1700.5
"3974",1667.30004882812
"3975",1678.69995117188
"3976",1670.30004882812
"3977",1670
"3978",1641.69995117188
"3979",1657
"3980",1649
"3981",1627.5
"3982",1630.80004882812
"3983",1651
"3984",1648.69995117188
"3985",1652.80004882812
"3986",1664
"3987",1660.69995117188
"3988",1639.59997558594
"3989",1635.90002441406
"3990",1645
"3991",1645.69995117188
"3992",1627.30004882812
"3993",1672.5
"3994",1676.5
"3995",1712.09997558594
"3996",1710.09997558594
"3997",1750.30004882812
"3998",1766
"3999",1773.59997558594
"4000",1773.80004882812
"4001",1773
"4002",1760.80004882812
"4003",1751.90002441406
"4004",1737.40002441406
"4005",1738.30004882812
"4006",1744.90002441406
"4007",1753.30004882812
"4008",1740.09997558594
"4009",1748.40002441406
"4010",1746
"4011",1801.09997558594
"4012",1795.90002441406
"4013",1767.40002441406
"4014",1769.30004882812
"4015",1785.5
"4016",1788.69995117188
"4017",1798.09997558594
"4018",1780.5
"4019",1813.90002441406
"4020",1807.5
"4021",1777.19995117188
"4022",1790
"4023",1787.69995117188
"4024",1815.90002441406
"4025",1815.90002441406
"4026",1787
"4027",1795.90002441406
"4028",1814.80004882812
"4029",1807.90002441406
"4030",1819.5
"4031",1819.69995117188
"4032",1839.69995117188
"4033",1852.80004882812
"4034",1834.80004882812
"4035",1864.19995117188
"4036",1872.69995117188
"4037",1871.59997558594
"4038",1874.59997558594
"4039",1895.5
"4040",1918.40002441406
"4041",1907.19995117188
"4042",1904.40002441406
"4043",1922.09997558594
"4044",1926.40002441406
"4045",1927.09997558594
"4046",1933.90002441406
"4047",1941.19995117188
"4048",1929.09997558594
"4049",1928.59997558594
"4050",1922.90002441406
"4051",1929.5
"4052",1927.80004882812
"4053",1916.30004882812
"4054",1862.90002441406
"4055",1866.19995117188
"4056",1871.69995117188
"4057",1877.40002441406
"4058",1866.19995117188
"4059",1862.80004882812
"4060",1851.90002441406
"4061",1854
"4062",1834.19995117188
"4063",1842
"4064",1840.40002441406
"4065",1833
"4066",1832
"4067",1818
"4068",1808.80004882812
"4069",1817
"4070",1828.90002441406
"4071",1837.69995117188
"4072",1833.5
"4073",1847.69995117188
"4074",1847.90002441406
"4075",1813.90002441406
"4076",1812.69995117188
"4077",1829.30004882812
"4078",1862
"4079",1911.69995117188
"4080",1906.19995117188
"4081",1926.59997558594
"4082",1919
"4083",1969.80004882812
"4084",1979.19995117188
"4085",1938
"4086",1946.80004882812
"4087",1993.80004882812
"4088",1982.09997558594
"4089",1952.40002441406
"4090",1972.40002441406
"4091",1966.09997558594
"4092",1980.30004882812
"4093",1969
"4094",1983.90002441406
"4095",2022.19995117188
"4096",2020.90002441406
"4097",2011.90002441406
"4098",1989.09997558594
"4099",2004.80004882812
"4100",2010.90002441406
"4101",2041.30004882812
"4102",2002.19995117188
"4103",1994.19995117188
"4104",2007.40002441406
"4105",1995.19995117188
"4106",2007.59997558594
"4107",1979.5
"4108",1989.09997558594
"4109",1994
"4110",1985.69995117188
"4111",1989.90002441406
"4112",1990.09997558594
"4113",1983.40002441406
"4114",2014.30004882812
"4115",2028.59997558594
"4116",2048
"4117",2017.40002441406
"4118",2026.30004882812
"4119",2036.19995117188
"4120",2030.5
"4121",2014.69995117188
"4122",2014.5
"4123",2018
"4124",1988.40002441406
"4125",1980.69995117188
"4126",1956.5
"4127",1978.69995117188
"4128",1974.80004882812
"4129",1972.40002441406
"4130",1962.80004882812
"4131",1943.09997558594
"4132",1944.09997558594
"4133",1958
"4134",1963.90002441406
"4135",1978
"4136",1952.40002441406
"4137",1958
"4138",1965.5
"4139",1942.69995117188
"4140",1963.59997558594
"4141",1962.19995117188
"4142",1955.30004882812
"4143",1944.59997558594
"4144",1955.30004882812
"4145",1957.80004882812
"4146",1958.40002441406
"4147",1935.5
"4148",1933.30004882812
"4149",1912.69995117188
"4150",1919.09997558594
"4151",1923.69995117188
"4152",1914
"4153",1912.30004882812
"4154",1909.19995117188
"4155",1921.09997558594
"4156",1921.69995117188
"4157",1919.59997558594
"4158",1908.69995117188
"4159",1926.19995117188
"4160",1925
"4161",1931.30004882812
"4162",1956.19995117188
"4163",1959.19995117188
"4164",1960.09997558594
"4165",1952.40002441406
"4166",1977.19995117188
"4167",1977.5
"4168",1968.30004882812
"4169",1964.30004882812
"4170",1960.30004882812
"4171",1962.09997558594
"4172",1968.90002441406
"4173",1945.40002441406
"4174",1960.40002441406
"4175",1970.5
"4176",1940.69995117188
"4177",1937.40002441406
"4178",1932
"4179",1939.59997558594
"4180",1933.5
"4181",1924.09997558594
"4182",1915.40002441406
"4183",1914.40002441406
"4184",1912.90002441406
"4185",1910.59997558594
"4186",1902.5
"4187",1896.09997558594
"4188",1884.09997558594
"4189",1886.09997558594
"4190",1893.30004882812
"4191",1896.40002441406
"4192",1918.5
"4193",1918.19995117188
"4194",1911.09997558594
"4195",1917.90002441406
"4196",1936.5
"4197",1944.30004882812
"4198",1938.19995117188
"4199",1939.80004882812
"4200",1926.19995117188
"4201",1918.09997558594
"4202",1917.5
"4203",1918.40002441406
"4204",1923.30004882812
"4205",1911.30004882812
"4206",1909.09997558594
"4207",1910
"4208",1923.69995117188
"4209",1931.5
"4210",1932
"4211",1945.59997558594
"4212",1919.19995117188
"4213",1925.40002441406
"4214",1916.59997558594
"4215",1900.40002441406
"4216",1871.59997558594
"4217",1860.40002441406
"4218",1848.09997558594
"4219",1830
"4220",1824.59997558594
"4221",1818.5
"4222",1816.59997558594
"4223",1830.19995117188
"4224",1849.5
"4225",1861
"4226",1872.80004882812
"4227",1869.30004882812
"4228",1927.40002441406
"4229",1921.09997558594
"4230",1922.69995117188
"4231",1955.30004882812
"4232",1968.40002441406
"4233",1982.5
"4234",1976.30004882812
"4235",1975
"4236",1984.09997558594
"4237",1987.19995117188
"4238",1988.59997558594
"4239",1996.19995117188
"4240",1985.19995117188
"4241",1978.80004882812
"4242",1985.59997558594
"4243",1991.5
"4244",1981.59997558594
"4245",1966.80004882812
"4246",1951.5
"4247",1964.19995117188
"4248",1932.59997558594
"4249",1945.5
"4250",1961.80004882812
"4251",1960.09997558594
"4252",1983.90002441406
"4253",1981.59997558594
"4254",1977.69995117188
"4255",1999.30004882812
"4256",1991.40002441406
"4257",1991.5
"4258",2002.19995117188
"4259",2011.80004882812
"4260",2039.69995117188
"4261",2047.09997558594
"4262",2038.09997558594
"4263",2071
"4264",2024.09997558594
"4265",2018.5
"4266",2030.5
"4267",2029.90002441406
"4268",1998.30004882812
"4269",1978
"4270",1977.80004882812
"4271",1982.30004882812
"4272",2030.19995117188
"4273",2021.09997558594
"4274",2026.30004882812
"4275",2038.40002441406
"4276",2034.5
"4277",2039.09997558594
"4278",2057.10009765625
"4279",NA
"4280",2058.19995117188
"4281",2081.89990234375
"4282",2073.89990234375
"4283",2062.39990234375
"4284",NA
"4285",2064.39990234375
"4286",2034.19995117188
"4287",2042.30004882812
"4288",2042.40002441406
"4289",2026.59997558594
"4290",2026.40002441406
